review_id	source_id	source_pr	source_sha	source_path	source_blob	claim_ids	verdict	independence	reason	proof_review	remaining_gap	extraction_target
A-059	E_LOEWNER	784	d6d326b21d9526d9c91b18017bf550003f8f4f9b	research/exploratory/XI_ARCHITECTURE_E_LOEWNER_AND_TP_FIREWALL.md	934ed630b7cb5c3ff429d88dfdc0064474888738	Loewner-difference identity	SELF_AUDIT_PENDING_NONAUTHOR	Self-audit; non-author acceptance required	Divided-difference identity and Stieltjes Gram representations valid.	MATHEMATICAL_AUDIT.md#a-m13	No cofinal RH estimate proved	reviewed mathematics; exact source-qualified namespace
A-060	E_LOEWNER	784	d6d326b21d9526d9c91b18017bf550003f8f4f9b	research/exploratory/XI_ARCHITECTURE_E_LOEWNER_AND_TP_FIREWALL.md	934ed630b7cb5c3ff429d88dfdc0064474888738	scalar monotonicity pays two-node PSD	FALSE_AS_WRITTEN	Independent reconstruction	p(t)=1/(1+t^2) at 1/2,3/4 has determinant -256/15625.	MATHEMATICAL_AUDIT.md#a-m13	No cofinal RH estimate proved	reviewed mathematics; exact source-qualified namespace
A-061	E_CLOSURE	784	d6d326b21d9526d9c91b18017bf550003f8f4f9b	research/exploratory/XI_SOURCE_HERMITE_STIELTJES_CLOSURE.md	7edc9bc0dd41565a50a82e4b0331b14f72755525	nonisometric compression firewall	VERIFIED_AT_STATED_SCOPE	Independent reconstruction	C=diag(M,1), swap K, E=C^-1 gives norm M.	MATHEMATICAL_AUDIT.md#a-m13	No cofinal RH estimate proved	reviewed mathematics; exact source-qualified namespace
A-062	E_LOEWNER	784	d6d326b21d9526d9c91b18017bf550003f8f4f9b	research/exploratory/XI_ARCHITECTURE_E_LOEWNER_AND_TP_FIREWALL.md	934ed630b7cb5c3ff429d88dfdc0064474888738	positive sums preserve PF infinity	FALSE_AS_WRITTEN	Independent reconstruction	Two Gamma-transform atoms have a positive sum with nonreal continuation zeros.	MATHEMATICAL_AUDIT.md#a-m13	External manuscript version reading remains separate from generic counterexample	reviewed mathematics; exact source-qualified namespace
A-063	SPECTRAL	785	9a965c26fd3e0310736829689db1734bcb5c3ec4	standalone/2026-09-01-architecture-e-widder-dossier/15_SPECTRAL_WEIGHTED_VARIATION_AND_BISPECTRAL_GATE.md	9678decbbc064016bc8569e4f7ba286358d29f60	all-rank spectral TDA	SELF_AUDIT_PENDING_NONAUTHOR	A-related Architecture-E self-audit; non-author acceptance required	Fixed-order IBP and ordered Andreief give exact spectral identity; strict TP has direct power-series proof.	MATHEMATICAL_AUDIT.md#a-m14	No cofinal RH estimate proved	reviewed mathematics; exact source-qualified namespace
A-064	SPECTRAL	785	9a965c26fd3e0310736829689db1734bcb5c3ec4	standalone/2026-09-01-architecture-e-widder-dossier/15_SPECTRAL_WEIGHTED_VARIATION_AND_BISPECTRAL_GATE.md	9678decbbc064016bc8569e4f7ba286358d29f60	spectral => coefficient positivity	FALSE_AS_WRITTEN	Independent reconstruction	X=1+u+2u^2 has a negative coefficient minor despite positive spectral determinant.	MATHEMATICAL_AUDIT.md#a-m14	No cofinal RH estimate proved	reviewed mathematics; exact source-qualified namespace
A-065	SPECTRAL	785	9a965c26fd3e0310736829689db1734bcb5c3ec4	standalone/2026-09-01-architecture-e-widder-dossier/15_SPECTRAL_WEIGHTED_VARIATION_AND_BISPECTRAL_GATE.md	9678decbbc064016bc8569e4f7ba286358d29f60	theta-Casimir identities	SELF_AUDIT_PENDING_NONAUTHOR	Self-audit; non-author acceptance required	Differential identity and zero continuum integral valid on Gaussian ladder; Fourier domain must be specified.	MATHEMATICAL_AUDIT.md#a-m14	No cofinal RH estimate proved	reviewed mathematics; exact source-qualified namespace
A-066	SPECTRAL	785	9a965c26fd3e0310736829689db1734bcb5c3ec4	standalone/2026-09-01-architecture-e-widder-dossier/15_SPECTRAL_WEIGHTED_VARIATION_AND_BISPECTRAL_GATE.md	9678decbbc064016bc8569e4f7ba286358d29f60	huge finite sector PF rank	IMPORTED_FINITE_ORDER_NOT_ALL_ORDER	Import/scope audit, not independent zero-height verification	Exact source theorem and height receipt remain distinct from all-rank spectral positivity.	MATHEMATICAL_AUDIT.md#a-m14	No cofinal RH estimate proved	reviewed mathematics; exact source-qualified namespace
A-067	DIVISOR	790	6b309554bf1e2f83a83325cd54038f5a0b9b0014	standalone/2026-09-05-astra-theta-count-closure/divisor-cusp-pass10/PROOF.md	2e7d67973881dc440868abd3e46bb65f379b2b31	DC-1 / DC-2	VERIFIED_AT_STATED_SCOPE	Independent reconstruction	All prime-power square identity, connected nullspace and logarithmic diagonal bound reconstructed.	MATHEMATICAL_AUDIT.md#a-m15	No cofinal RH estimate proved	reviewed mathematics; exact source-qualified namespace
A-068	DIVISOR	790	6b309554bf1e2f83a83325cd54038f5a0b9b0014	standalone/2026-09-05-astra-theta-count-closure/divisor-cusp-pass10/PROOF.md	2e7d67973881dc440868abd3e46bb65f379b2b31	DC-3 restricted mean-zero positivity	VERIFIED_CONDITIONAL	Independent reconstruction	Full signed cusp graph is paid only on the stated damped-mean-zero subspace; source W inputs retained.	MATHEMATICAL_AUDIT.md#a-m15	No cofinal RH estimate proved	reviewed mathematics; exact source-qualified namespace
A-069	DIVISOR	790	6b309554bf1e2f83a83325cd54038f5a0b9b0014	standalone/2026-09-05-astra-theta-count-closure/divisor-cusp-pass10/PROOF.md	2e7d67973881dc440868abd3e46bb65f379b2b31	DC-4 / cofinality boundary	VERIFIED_AT_STATED_SCOPE	Independent reconstruction	Finite negative-index bound follows from codimension; vanishing support measure obstructs strong cofinal capture.	MATHEMATICAL_AUDIT.md#a-m15	No cofinal RH estimate proved	reviewed mathematics; exact source-qualified namespace
A-070	FW	792	465cb28ed8cbfa1bb071d9a85eeda9890decfe6b	standalone/2026-09-05-bernstein-chebyshev-growth/finite-window-coercivity/PROOF.md	35d8d38a77bee896b0b2e729b095ccdef5d7a50f	FW-1 / FW-2 / FW-3	VERIFIED_CONDITIONAL	Independent reconstruction	Frequency barrier, clamped-primitive constraints and exact rank-two tail give finite-window coercivity.	MATHEMATICAL_AUDIT.md#a-m15	Exceptional directions/couplings not signed; parent full-source operator theorem remains explicit	reviewed mathematics; exact source-qualified namespace
A-071	ES	792	465cb28ed8cbfa1bb071d9a85eeda9890decfe6b	standalone/2026-09-05-bernstein-chebyshev-growth/energy-schur-reduction/PROOF.md	0d12ff6039dcc79f6576538edeebd2a0c5b539c0	ES-1 range/energy continuity	VERIFIED_AT_STATED_SCOPE	Independent reconstruction	One integrable kernel derivative and actual primitive identity supply energy-continuous coupling.	MATHEMATICAL_AUDIT.md#a-m15	No cofinal RH estimate proved	reviewed mathematics; exact source-qualified namespace
A-072	ES	792	465cb28ed8cbfa1bb071d9a85eeda9890decfe6b	standalone/2026-09-05-bernstein-chebyshev-growth/energy-schur-reduction/PROOF.md	0d12ff6039dcc79f6576538edeebd2a0c5b539c0	ES-2 / ES-3	VERIFIED_CONDITIONAL	Independent reconstruction	Energy-completed Riesz representatives give effective matrix and index equality; Galerkin approaches from above.	MATHEMATICAL_AUDIT.md#a-m15	No actual effective matrix PSD or nullity equality	reviewed mathematics; exact source-qualified namespace
A-073	ES	792	465cb28ed8cbfa1bb071d9a85eeda9890decfe6b	standalone/2026-09-05-bernstein-chebyshev-growth/energy-schur-reduction/PROOF.md	0d12ff6039dcc79f6576538edeebd2a0c5b539c0	ES-4 / ES-5	VERIFIED_AT_STATED_SCOPE	Independent reconstruction	Residual lower enclosure and compact countercontrols distinguish lower/upper certificates and L2/energy domains.	MATHEMATICAL_AUDIT.md#a-m15	No cofinal RH estimate proved	reviewed mathematics; exact source-qualified namespace
A-074	ES	792	465cb28ed8cbfa1bb071d9a85eeda9890decfe6b	standalone/2026-09-05-bernstein-chebyshev-growth/energy-schur-reduction/PROOF.md	0d12ff6039dcc79f6576538edeebd2a0c5b539c0	sampled effective lower signs	NONCERTIFYING_NUMERICS	Numerical scope audit; no fresh grid computation	No continuum/constraint/rounding enclosure, so sampled positivity is not an actual window certificate.	MATHEMATICAL_AUDIT.md#a-m15	No cofinal RH estimate proved	reviewed mathematics; exact source-qualified namespace
A-075	PG186_README	787	61340d0b74163003b32756bb16e91d9209a5e330	README.md	c1819f1b0d7ad287f5bb829a92d767e4ae94578d	PrimeGap186 endpoint	CONDITIONAL_IMPORT	Mathematical input/normalization audit; full proof/build pending	Three project axioms remain; numerical receipt does not discharge the physical-integral axiom.	MATHEMATICAL_AUDIT.md#a-m17	No cofinal RH estimate proved	reviewed mathematics; exact source-qualified namespace
A-076	PG186_CHALLENGE	787	61340d0b74163003b32756bb16e91d9209a5e330	Challenge.lean	2331eeeb808008cee37bac7aa0fb17e36f1f3c17	Kloosterman normalization	VERIFIED_AT_STATED_SCOPE	Independent reconstruction	Rank-three p and two rank-two sqrt(p) conversions preserve the displayed bounds and hypotheses.	MATHEMATICAL_AUDIT.md#a-m17	No new proof of the Deligne-type analytic inputs	reviewed mathematics; exact source-qualified namespace
A-077	LONG_LEAN	787	8f5fa88c88b4750028c05b66b081d56a92418054	LongGapsBetweenPrimes.lean	14467e08a1848a43c374b43001f172eab2a71d3c	local signed divisor and residue identities	VERIFIED_AT_STATED_SCOPE	Independent reconstruction	Exact normalization cancellation and distinct-root covariance reconstructed at finite scope.	MATHEMATICAL_AUDIT.md#a-m17	No cofinal RH estimate proved	reviewed mathematics; exact source-qualified namespace
A-078	LONG_LEAN	787	8f5fa88c88b4750028c05b66b081d56a92418054	LongGapsBetweenPrimes.lean	14467e08a1848a43c374b43001f172eab2a71d3c	ShortTranslates and LongGapTheorem full proof	IMPORTED_REVIEW_PENDING	Explicit omission; not a failed external theorem or acceptance	Statement/location/scale audit completed; complete long Lean proof and paper matching not independently reconstructed.	MATHEMATICAL_AUDIT.md#a-m17	No cofinal RH estimate proved	reviewed mathematics; exact source-qualified namespace
A-079	LZ_ENDPOINTS	788	4bcaf70e544506c311d83a5a5b143a134b9fc5f7	Solution/Basic.lean	7b4246f38968d7302783dabf0b305d48fbd42680	finite Hilbert simple/distinct inequalities	VERIFIED_AT_STATED_SCOPE	Independent reconstruction	Independent finite-rank self-adjoint tensor and adapted-projector proof supplied in A-M18.	MATHEMATICAL_AUDIT.md#a-m18	No cofinal RH estimate proved	reviewed mathematics; exact source-qualified namespace
A-080	LZ_DIGEST	788	a9c7b44f908c90f63d2f49a5fde58face5921e42	research/exploratory/lamzouri-zeta-zeros-2026-09-02/PAPER_DIGEST.md	895e2dc0ad6f13725cb5d566bf0a4fa7ab691a28	Montgomery-Taylor extremizer	VERIFIED_AT_STATED_SCOPE	Independent reconstruction	Euler equation, positive second variation and compact approximation prove the scalar constant.	MATHEMATICAL_AUDIT.md#a-m19	No cofinal RH estimate proved	reviewed mathematics; exact source-qualified namespace
A-081	LZ_DIGEST	788	a9c7b44f908c90f63d2f49a5fde58face5921e42	research/exploratory/lamzouri-zeta-zeros-2026-09-02/PAPER_DIGEST.md	895e2dc0ad6f13725cb5d566bf0a4fa7ab691a28	differential pair-weight cancellation	VERIFIED_AT_STATED_SCOPE	Independent reconstruction	Fourier Q-Qdoubleprime/(4log^2T) exactly cancels the rational pair weight.	MATHEMATICAL_AUDIT.md#a-m19	No cofinal RH estimate proved	reviewed mathematics; exact source-qualified namespace
A-082	LZ_ENDPOINTS	788	4bcaf70e544506c311d83a5a5b143a134b9fc5f7	Solution/Basic.lean	7b4246f38968d7302783dabf0b305d48fbd42680	headline zeta endpoint formal status	EXPLICIT_HYPOTHESES_RETAINED	Formal-interface read, not a Lean build	hRvM and hPC are theorem hypotheses, not discharged by standard-axiom cleanliness.	MATHEMATICAL_AUDIT.md#a-m19	Exact imported analytic interfaces and independent build pending integrator/C reconciliation	reviewed mathematics; exact source-qualified namespace
A-083	CAT_HEIGHT	789	dba7d5aa2555ea1a921c28720dc045976fd7195d	research/exploratory/catalan-irrationality-2026-09-03/HEIGHT_BOUND_COUNTERCHECK.md	09f8eddec986da2ba26a8475c509ba11778145dc	compulsory-summand height obstruction	VERIFIED_CONDITIONAL	Independent reconstruction	Pascal/Cauchy nonvanishing and the quoted common-minimum coefficient leave rho^2/2 B^2logB.	MATHEMATICAL_AUDIT.md#a-m20	Direct PDF equation/version authentication separate; no Catalan rationality conclusion	reviewed mathematics; exact source-qualified namespace
A-084	CAT_HEIGHT	789	dba7d5aa2555ea1a921c28720dc045976fd7195d	research/exploratory/catalan-irrationality-2026-09-03/HEIGHT_BOUND_COUNTERCHECK.md	09f8eddec986da2ba26a8475c509ba11778145dc	Catalan irrationality/rationality conclusion	NOT_ESTABLISHED_BY_THIS_REVIEW	Independent reconstruction	A proof-method flaw establishes neither rationality nor a new irrationality proof.	MATHEMATICAL_AUDIT.md#a-m20	No cofinal RH estimate proved	reviewed mathematics; exact source-qualified namespace
