q=3; quadratic characters mod irreducible Q of degree d; detector D(n)=sum_{deg f<=n} mu(f)chi(f) q^{-deg f/2}
Weil RH holds for all rows.  A = main term 1/L(q^{-1/2},chi); amp = sum |B_j| over unit-circle poles;
min/max over 50<=n<=20000; neg = number of n in that range with D(n)<0
  d Q(low->high)   L(u,chi) coeffs          |alpha_j| (sqrt q=1.7321)          A       amp     min D     max D    neg
  6 2212201        [1, -1, 5, -5, 9, -9]    [1.0, 1.732051, 1.732051, 1.732051, 1.732051]    0.6453    1.1948   -0.5090    1.7996   3103
  6 2212211        [1, -1, 3, -3, 9, -9]    [1.0, 1.732051, 1.732051, 1.732051, 1.732051]    0.7887    0.9052    0.1820    1.6380      0
  6 2220101        [1, -1, 5, -5, 9, -9]    [1.0, 1.732051, 1.732051, 1.732051, 1.732051]    0.6453    1.1948   -0.5090    1.7996   3103
  6 2220211        [1, 1, 3, 1, 3, -9]      [1.0, 1.732051, 1.732051, 1.732051, 1.732051]    0.3959    0.7422   -0.3462    1.1380   3455
  6 2221111        [1, -1, 3, -3, 9, -9]    [1.0, 1.732051, 1.732051, 1.732051, 1.732051]    0.7887    0.9052    0.1820    1.6380      0
  6 2222021        [1, -3, 7, -11, 15, -9]  [1.0, 1.732051, 1.732051, 1.732051, 1.732051]    1.7432    1.8483   -0.1051    3.5913    450
  6 2222111        [1, -1, 3, -3, 9, -9]    [1.0, 1.732051, 1.732051, 1.732051, 1.732051]    0.7887    0.9052    0.1820    1.6380      0
  6 2222221        [1, 1, 1, 3, 3, -9]      [1.0, 1.732051, 1.732051, 1.732051, 1.732051]    0.4456    0.6727   -0.2263    1.1175   2407
  7 10000121       [1, -1, 3, -5, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.5311    1.2629   -0.7284    1.7906   4350
  7 10000201       [1, -3, 3, -1, 9, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    2.9116    4.8181   -1.9055    7.7267   3930
  7 10001011       [1, -1, 1, -3, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.0700    1.6561   -0.5844    2.7234   3001
  7 10001111       [1, -1, 1, -5, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.8191    2.3885   -0.5648    4.2055   2233
  7 10001201       [1, 1, 3, -1, 9, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2015    1.2489   -1.0411    1.4436   7175
  7 10002211       [1, -3, 5, -7, 15, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.9154    3.3142   -1.3949    5.2250   3963
  7 10002221       [1, 1, 1, 5, 3, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2090    0.9147   -0.7050    1.1210   6057
  7 10011101       [1, 1, -1, -5, -3, 9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.6554    1.2421   -0.5772    1.8894   3127
  7 10011211       [1, -1, 3, -1, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.3770    1.2995   -0.9218    1.6741   5786
  7 10012001       [1, -1, 5, -3, 15, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2777    1.5570   -1.2782    1.8337   6937
  7 10012111       [1, -3, 7, -11, 21, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.9211    2.7453   -1.8167    3.6616   5664
  7 10020121       [1, -1, 1, 1, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.5867    1.3120   -0.7210    1.8942   4525
  7 10020221       [1, -1, 1, -7, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    6.0674    6.6492   -0.5797   12.7097   1180
  7 10021001       [1, 1, 1, 3, 3, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2273    0.8563   -0.6278    1.0835   5592
  7 10022021       [1, 1, 5, 3, 15, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1415    1.2100   -1.0637    1.3466   7956
  7 10022101       [1, -1, 1, 1, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.5867    1.3120   -0.7210    1.8942   4525
  7 10100011       [1, -1, 1, -3, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.0700    1.6561   -0.5844    2.7234   3001
  7 10100201       [1, 1, 3, 5, 9, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1635    0.9162   -0.7481    1.0765   6809
  7 10100221       [1, -3, 5, -7, 15, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.9154    3.3142   -1.3949    5.2250   3963
  7 10101101       [1, -1, 1, 1, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.5867    1.3120   -0.7210    1.8942   4525
  7 10101211       [1, -3, 9, -15, 27, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.6064    2.8571   -2.2460    3.4578   6602
  7 10102201       [1, -3, 5, -7, 15, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.9154    3.3142   -1.3949    5.2250   3963
  7 10110101       [1, 1, 5, 3, 15, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1415    1.2100   -1.0637    1.3466   7956
  7 10110211       [1, -1, 3, -5, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.5311    1.2629   -0.7284    1.7906   4350
  7 10111001       [1, -1, 3, -7, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.6675    1.4462   -0.7766    2.1127   3816
  7 10111121       [1, 1, 1, -1, 3, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2756    0.8950   -0.6181    1.1652   4935
  7 10111201       [1, -1, 3, 1, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.3292    1.7913   -1.4576    2.1137   7040
  7 10112021       [1, -1, 1, -3, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.0700    1.6561   -0.5844    2.7234   3001
  7 10112111       [1, 1, 1, -1, 3, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2756    0.8950   -0.6181    1.1652   4935
  7 10120021       [1, -3, 9, -17, 27, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.7910    2.6260   -1.8315    3.4124   5173
  7 10121201       [1, -1, -1, 3, -3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.3228    1.9431   -0.6193    3.2636   2980
  7 10122001       [1, -3, 9, -17, 27, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.7910    2.6260   -1.8315    3.4124   5173
  7 10122011       [1, 1, 3, 3, 9, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1745    0.8929   -0.7168    1.0644   6599
  7 10122221       [1, -1, 3, 1, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.3292    1.7913   -1.4576    2.1137   7040
  7 10200001       [1, -1, 3, -3, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.4409    1.2141   -0.7721    1.6540   4999
  7 10200101       [1, -1, 3, -5, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.5311    1.2629   -0.7284    1.7906   4350
  7 10200211       [1, -3, 5, -7, 15, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.9154    3.3142   -1.3949    5.2250   3963
  7 10201021       [1, -1, -1, 1, -3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    2.6948    3.2495   -0.5472    5.9336   1965
  7 10201121       [1, -1, 5, -7, 15, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.3532    1.6521   -1.2917    2.0038   6269
  7 10202011       [1, -1, 5, -5, 15, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.3109    1.3648   -1.0486    1.6722   6117
  7 10210001       [1, -1, -1, 1, -3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    2.6948    3.2495   -0.5472    5.9336   1965
  7 10210121       [1, 1, 3, -1, 9, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2015    1.2489   -1.0411    1.4436   7175
  7 10211101       [1, -3, 7, -13, 21, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.4271    2.5940   -1.1637    4.0140   3827
  7 10211111       [1, 1, 1, 1, 3, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2491    0.8532   -0.6013    1.1006   5223
  7 10211221       [1, -1, 1, -5, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.8191    2.3885   -0.5648    4.2055   2233
  7 10212011       [1, -1, 1, -1, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.7579    1.3905   -0.6304    2.1455   3758
  7 10212101       [1, 1, 3, 5, 9, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1635    0.9162   -0.7481    1.0765   6809
  7 10220101       [1, -1, 1, 3, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.4786    1.4021   -0.9218    1.8771   5510
  7 10221221       [1, -1, 3, -1, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.3770    1.2995   -0.9218    1.6741   5786
  7 10222021       [1, -3, 7, -11, 21, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.9211    2.7453   -1.8167    3.6616   5664
  7 10222111       [1, -1, 3, -5, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.5311    1.2629   -0.7284    1.7906   4350
  7 10222211       [1, -1, 3, -1, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.3770    1.2995   -0.9218    1.6741   5786
  7 11000101       [1, -3, 5, -5, 15, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.1026    8.0612   -6.9412    9.1470   7842
  7 11001211       [1, -1, -1, 3, -3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.3228    1.9431   -0.6193    3.2636   2980
  7 11002121       [1, 1, 3, 5, 9, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1635    0.9162   -0.7481    1.0765   6809
  7 11010001       [1, -3, 5, -9, 15, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    7.2896    8.2631   -0.9640   15.5496   1739
  7 11010121       [1, -1, 1, 5, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.4042    2.0317   -1.6237    2.4313   7001
  7 11010221       [1, -1, 3, -5, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.5311    1.2629   -0.7284    1.7906   4350
  7 11011111       [1, -1, 5, -3, 15, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2777    1.5570   -1.2782    1.8337   6937
  7 11020021       [1, -1, 1, -3, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.0700    1.6561   -0.5844    2.7234   3001
  7 11020201       [1, -3, 5, -7, 15, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.9154    3.3142   -1.3949    5.2250   3963
  7 11021111       [1, -1, 1, 3, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.4786    1.4021   -0.9218    1.8771   5510
  7 11021201       [1, 1, 5, 5, 15, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1342    1.1498   -1.0101    1.2824   7942
  7 11022101       [1, -1, 3, 1, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.3292    1.7913   -1.4576    2.1137   7040
  7 11022211       [1, -3, 7, -15, 21, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    3.1664    4.2043   -1.0330    7.3669   2336
  7 11022221       [1, 1, 3, 7, 9, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1538    1.0391   -0.8838    1.1869   7350
  7 11100121       [1, -3, 7, -13, 21, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.4271    2.5940   -1.1637    4.0140   3827
  7 11101111       [1, -3, 5, -5, 15, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.1026    8.0612   -6.9412    9.1470   7842
  7 11101121       [1, 1, 1, -5, 3, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.3498    1.4008   -1.0465    1.7468   5692
  7 11102111       [1, 1, 1, -1, 3, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2756    0.8950   -0.6181    1.1652   4935
  7 11110001       [1, 1, 5, 5, 15, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1342    1.1498   -1.0101    1.2824   7942
  7 11110111       [1, -1, 5, -7, 15, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.3532    1.6521   -1.2917    2.0038   6269
  7 11110211       [1, -1, 1, -1, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.7579    1.3905   -0.6304    2.1455   3758
  7 11111011       [1, -3, 5, -9, 15, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    7.2896    8.2631   -0.9640   15.5496   1739
  7 11111021       [1, 1, 1, 1, 3, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2491    0.8532   -0.6013    1.1006   5223
  7 11111201       [1, -1, 1, -5, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.8191    2.3885   -0.5648    4.2055   2233
  7 11112011       [1, 1, 1, 1, 3, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2491    0.8532   -0.6013    1.1006   5223
  7 11112221       [1, -1, 5, -5, 15, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.3109    1.3648   -1.0486    1.6722   6117
  7 11120111       [1, -1, 1, 1, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.5867    1.3120   -0.7210    1.8942   4525
  7 11120221       [1, -3, 7, -13, 21, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.4271    2.5940   -1.1637    4.0140   3827
  7 11121001       [1, -1, -1, 7, -3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.6554    1.5982   -0.9377    2.2474   5005
  7 11121101       [1, -1, 1, 5, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.4042    2.0317   -1.6237    2.4313   7001
  7 11122021       [1, -1, 3, -7, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.6675    1.4462   -0.7766    2.1127   3816
  7 11122201       [1, -3, 7, -15, 21, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    3.1664    4.2043   -1.0330    7.3669   2336
  7 11200201       [1, -1, 1, -1, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.7579    1.3905   -0.6304    2.1455   3758
  7 11201021       [1, -1, 5, -5, 15, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.3109    1.3648   -1.0486    1.6722   6117
  7 11201101       [1, -3, 7, -11, 21, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.9211    2.7453   -1.8167    3.6616   5664
  7 11201111       [1, 1, 1, 5, 3, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2090    0.9147   -0.7050    1.1210   6057
  7 11201221       [1, -1, 3, -7, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.6675    1.4462   -0.7766    2.1127   3816
  7 11202121       [1, -3, 5, -5, 15, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.1026    8.0612   -6.9412    9.1470   7842
  7 11202211       [1, -1, 3, 1, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.3292    1.7913   -1.4576    2.1137   7040
  7 11210011       [1, -3, 7, -11, 21, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.9211    2.7453   -1.8167    3.6616   5664
  7 11210021       [1, 1, 3, 7, 9, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1538    1.0391   -0.8838    1.1869   7350
  7 11210101       [1, -1, 1, -1, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.7579    1.3905   -0.6304    2.1455   3758
  7 11211001       [1, -3, 7, -11, 21, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.9211    2.7453   -1.8167    3.6616   5664
  7 11211221       [1, -1, -1, 3, -3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.3228    1.9431   -0.6193    3.2636   2980
  7 11220001       [1, -1, 1, -1, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.7579    1.3905   -0.6304    2.1455   3758
  7 11220211       [1, -3, 7, -13, 21, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.4271    2.5940   -1.1637    4.0140   3827
  7 11221121       [1, -1, -1, 5, -3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.8765    1.6064   -0.7114    2.4813   3918
  7 11222011       [1, -1, 3, -9, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.8983    1.9902   -1.0802    2.8812   3586
  7 11222201       [1, 1, 3, 1, 9, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1870    0.9532   -0.7657    1.1370   6581
  7 11222221       [1, -3, 5, -7, 15, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.9154    3.3142   -1.3949    5.2250   3963
  7 12000121       [1, -1, 1, -3, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.0700    1.6561   -0.5844    2.7234   3001
  7 12001021       [1, -3, 5, -9, 15, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    7.2896    8.2631   -0.9640   15.5496   1739
  7 12001211       [1, -1, 3, 1, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.3292    1.7913   -1.4576    2.1137   7040
  7 12002011       [1, -3, 5, -9, 15, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    7.2896    8.2631   -0.9640   15.5496   1739
  7 12002021       [1, 1, 1, 3, 3, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2273    0.8563   -0.6278    1.0835   5592
  7 12002101       [1, -1, 1, 1, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.5867    1.3120   -0.7210    1.8942   4525
  7 12010021       [1, -1, 5, -3, 15, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2777    1.5570   -1.2782    1.8337   6937
  7 12010121       [1, -1, 3, -3, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.4409    1.2141   -0.7721    1.6540   4999
  7 12010201       [1, -3, 7, -13, 21, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.4271    2.5940   -1.1637    4.0140   3827
  7 12010211       [1, 1, 1, 1, 3, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2491    0.8532   -0.6013    1.1006   5223
  7 12011111       [1, -1, 1, -1, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.7579    1.3905   -0.6304    2.1455   3758
  7 12011221       [1, -3, 9, -15, 27, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.6064    2.8571   -2.2460    3.4578   6602
  7 12012221       [1, 1, -1, -3, -3, 9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.5234    1.1068   -0.5817    1.6292   3483
  7 12020021       [1, -1, 1, -3, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.0700    1.6561   -0.5844    2.7234   3001
  7 12021101       [1, 1, 5, 7, 15, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1276    1.5678   -1.4366    1.6922   8482
  7 12022001       [1, -1, 1, -3, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.0700    1.6561   -0.5844    2.7234   3001
  7 12022111       [1, -3, 7, -13, 21, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.4271    2.5940   -1.1637    4.0140   3827
  7 12022201       [1, -1, 3, -1, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.3770    1.2995   -0.9218    1.6741   5786
  7 12100001       [1, 1, 3, 9, 9, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1452    1.5285   -1.3731    1.6633   8226
  7 12100021       [1, -3, 5, -9, 15, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    7.2896    8.2631   -0.9640   15.5496   1739
  7 12100111       [1, -1, -1, 5, -3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.8765    1.6064   -0.7114    2.4813   3918
  7 12101011       [1, -3, 9, -17, 27, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.7910    2.6260   -1.8315    3.4124   5173
  7 12101021       [1, 1, -1, -1, -3, 9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.4356    1.0907   -0.6493    1.5204   3988
  7 12101201       [1, -1, 3, -7, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.6675    1.4462   -0.7766    2.1127   3816
  7 12102001       [1, -3, 5, -9, 15, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    7.2896    8.2631   -0.9640   15.5496   1739
  7 12102121       [1, -1, 3, -5, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.5311    1.2629   -0.7284    1.7906   4350
  7 12110111       [1, -1, 1, 1, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.5867    1.3120   -0.7210    1.8942   4525
  7 12110201       [1, 1, 1, 7, 3, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1935    1.1552   -0.9573    1.3481   7094
  7 12110221       [1, -3, 3, -1, 9, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    2.9116    4.8181   -1.9055    7.7267   3930
  7 12111101       [1, -1, 1, -3, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.0700    1.6561   -0.5844    2.7234   3001
  7 12112121       [1, -1, 5, -3, 15, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2777    1.5570   -1.2782    1.8337   6937
  7 12112211       [1, 1, 3, -1, 9, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2015    1.2489   -1.0411    1.4436   7175
  7 12120011       [1, -1, -1, 7, -3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.6554    1.5982   -0.9377    2.2474   5005
  7 12120121       [1, -3, 7, -11, 21, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.9211    2.7453   -1.8167    3.6616   5664
  7 12120211       [1, -1, 1, -7, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    6.0674    6.6492   -0.5797   12.7097   1180
  7 12121121       [1, 1, 1, 3, 3, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2273    0.8563   -0.6278    1.0835   5592
  7 12200101       [1, -1, 1, -5, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.8191    2.3885   -0.5648    4.2055   2233
  7 12201011       [1, 1, -1, -7, -3, 9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.8765    1.5324   -0.6196    2.3971   2773
  7 12201121       [1, -1, 3, 1, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.3292    1.7913   -1.4576    2.1137   7040
  7 12202001       [1, 1, 1, 3, 3, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2273    0.8563   -0.6278    1.0835   5592
  7 12202111       [1, -1, 3, -3, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.4409    1.2141   -0.7721    1.6540   4999
  7 12210211       [1, -3, 3, -1, 9, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    2.9116    4.8181   -1.9055    7.7267   3930
  7 12211021       [1, -1, 1, -1, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.7579    1.3905   -0.6304    2.1455   3758
  7 12211201       [1, -3, 9, -15, 27, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.6064    2.8571   -2.2460    3.4578   6602
  7 12211211       [1, 1, 3, 1, 9, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1870    0.9532   -0.7657    1.1370   6581
