review_id	source_id	claim	verdict	exact_scope	dependencies	evidence	required_repair	proposed_destination	independence
A-072	ES	ES-2 / ES-3	VERIFIED_CONDITIONAL	Energy-completed Riesz representatives give effective matrix and index equality; Galerkin approaches from above.	Explicit hypotheses in MATHEMATICAL_AUDIT.md#a-m15; relevant source-qualified EDGES.tsv rows	MATHEMATICAL_AUDIT.md#a-m15	No actual effective matrix PSD or nullity equality	reviewed mathematics; exact source-qualified namespace	Independent reconstruction
A-073	ES	ES-4 / ES-5	VERIFIED_AT_STATED_SCOPE	Residual lower enclosure and compact countercontrols distinguish lower/upper certificates and L2/energy domains.	Explicit hypotheses in MATHEMATICAL_AUDIT.md#a-m15; relevant source-qualified EDGES.tsv rows	MATHEMATICAL_AUDIT.md#a-m15	No cofinal RH estimate proved	reviewed mathematics; exact source-qualified namespace	Independent reconstruction
A-074	ES	sampled effective lower signs	NONCERTIFYING_NUMERICS	No continuum/constraint/rounding enclosure, so sampled positivity is not an actual window certificate.	Explicit hypotheses in MATHEMATICAL_AUDIT.md#a-m15; relevant source-qualified EDGES.tsv rows	MATHEMATICAL_AUDIT.md#a-m15	No cofinal RH estimate proved	reviewed mathematics; exact source-qualified namespace	Numerical scope audit; no fresh grid computation
A-075	PG186_README	PrimeGap186 endpoint	CONDITIONAL_IMPORT	Three project axioms remain; numerical receipt does not discharge the physical-integral axiom.	Explicit hypotheses in MATHEMATICAL_AUDIT.md#a-m17; relevant source-qualified EDGES.tsv rows	MATHEMATICAL_AUDIT.md#a-m17	No cofinal RH estimate proved	reviewed mathematics; exact source-qualified namespace	Mathematical input/normalization audit; full proof/build pending
A-076	PG186_CHALLENGE	Kloosterman normalization	VERIFIED_AT_STATED_SCOPE	Rank-three p and two rank-two sqrt(p) conversions preserve the displayed bounds and hypotheses.	Explicit hypotheses in MATHEMATICAL_AUDIT.md#a-m17; relevant source-qualified EDGES.tsv rows	MATHEMATICAL_AUDIT.md#a-m17	No new proof of the Deligne-type analytic inputs	reviewed mathematics; exact source-qualified namespace	Independent reconstruction
A-077	LONG_LEAN	local signed divisor and residue identities	VERIFIED_AT_STATED_SCOPE	Exact normalization cancellation and distinct-root covariance reconstructed at finite scope.	Explicit hypotheses in MATHEMATICAL_AUDIT.md#a-m17; relevant source-qualified EDGES.tsv rows	MATHEMATICAL_AUDIT.md#a-m17	No cofinal RH estimate proved	reviewed mathematics; exact source-qualified namespace	Independent reconstruction
A-078	LONG_LEAN	ShortTranslates and LongGapTheorem full proof	IMPORTED_REVIEW_PENDING	Statement/location/scale audit completed; complete long Lean proof and paper matching not independently reconstructed.	Explicit hypotheses in MATHEMATICAL_AUDIT.md#a-m17; relevant source-qualified EDGES.tsv rows	MATHEMATICAL_AUDIT.md#a-m17	No cofinal RH estimate proved	reviewed mathematics; exact source-qualified namespace	Explicit omission; not a failed external theorem or acceptance
A-079	LZ_ENDPOINTS	finite Hilbert simple/distinct inequalities	VERIFIED_AT_STATED_SCOPE	Independent finite-rank self-adjoint tensor and adapted-projector proof supplied in A-M18.	Explicit hypotheses in MATHEMATICAL_AUDIT.md#a-m18; relevant source-qualified EDGES.tsv rows	MATHEMATICAL_AUDIT.md#a-m18	No cofinal RH estimate proved	reviewed mathematics; exact source-qualified namespace	Independent reconstruction
A-080	LZ_DIGEST	Montgomery-Taylor extremizer	VERIFIED_AT_STATED_SCOPE	Euler equation, positive second variation and compact approximation prove the scalar constant.	Explicit hypotheses in MATHEMATICAL_AUDIT.md#a-m19; relevant source-qualified EDGES.tsv rows	MATHEMATICAL_AUDIT.md#a-m19	No cofinal RH estimate proved	reviewed mathematics; exact source-qualified namespace	Independent reconstruction
A-081	LZ_DIGEST	differential pair-weight cancellation	VERIFIED_AT_STATED_SCOPE	Fourier Q-Qdoubleprime/(4log^2T) exactly cancels the rational pair weight.	Explicit hypotheses in MATHEMATICAL_AUDIT.md#a-m19; relevant source-qualified EDGES.tsv rows	MATHEMATICAL_AUDIT.md#a-m19	No cofinal RH estimate proved	reviewed mathematics; exact source-qualified namespace	Independent reconstruction
A-082	LZ_ENDPOINTS	headline zeta endpoint formal status	EXPLICIT_HYPOTHESES_RETAINED	hRvM and hPC are theorem hypotheses, not discharged by standard-axiom cleanliness.	Explicit hypotheses in MATHEMATICAL_AUDIT.md#a-m19; relevant source-qualified EDGES.tsv rows	MATHEMATICAL_AUDIT.md#a-m19	Exact imported analytic interfaces and independent build pending integrator/C reconciliation	reviewed mathematics; exact source-qualified namespace	Formal-interface read, not a Lean build
A-083	CAT_HEIGHT	compulsory-summand height obstruction	VERIFIED_CONDITIONAL	Pascal/Cauchy nonvanishing and the quoted common-minimum coefficient leave rho^2/2 B^2logB.	Explicit hypotheses in MATHEMATICAL_AUDIT.md#a-m20; relevant source-qualified EDGES.tsv rows	MATHEMATICAL_AUDIT.md#a-m20	Direct PDF equation/version authentication separate; no Catalan rationality conclusion	reviewed mathematics; exact source-qualified namespace	Independent reconstruction
A-084	CAT_HEIGHT	Catalan irrationality/rationality conclusion	NOT_ESTABLISHED_BY_THIS_REVIEW	A proof-method flaw establishes neither rationality nor a new irrationality proof.	Explicit hypotheses in MATHEMATICAL_AUDIT.md#a-m20; relevant source-qualified EDGES.tsv rows	MATHEMATICAL_AUDIT.md#a-m20	No cofinal RH estimate proved	reviewed mathematics; exact source-qualified namespace	Independent reconstruction
A-085	RR_FINITE	L-104500	VERIFIED_AT_STATED_SCOPE	Real simple critical points and nonzero regular endpoints; factor-two whole-polynomial defect	Monotonicity between consecutive real critical points; endpoint ledger	FINAL_AUDIT.md#f01	Do not drop nonreal zeros of the derivative in the polynomial relation	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-086	BEZOUT_INERTIA	L-105213.5 and .9	VERIFIED_WITH_BINDING_REPAIR	Factorization valid; stated inertia omits nonreal critical pairs	Simple critical points; p(c) nonzero; real coefficients	FINAL_AUDIT.md#f01	Add one negative square per upper nonreal critical point or explicitly assume every critical point real	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-087	BEZOUT_INERTIA	L-105213.9 as universally written	FALSE_AS_WRITTEN	p=x^4+x^2+1 has two negative squares but only one positive real critical residue	Exact rational Bezout matrix and critical values	FINAL_AUDIT.md#f01	Replace the count; the final total-root identity survives after repair	claims/refutations/next-release: missing-critical-pair counterexample	Independent final-pass reconstruction
A-088	BEZOUT_WINDOW	L-105214	VERIFIED_WITH_FIXES	Fixed regular rectifiable window; finite Cauchy remainder and critical pivots	Residue theorem; simple derivative zeros; complete boundary	FINAL_AUDIT.md#f06	State rectifiable or piecewise smooth contour; no global boundary PSD or exhaustion inferred	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-089	GLOBAL_GAUSSIAN	L-107202.10-.11	FALSE_AS_WRITTEN	Uniform Gaussian tail for every A fails on the literal tilted Xi measure	Two-sided theta envelope; saddle equation; A=w/(2a)	FINAL_AUDIT.md#f02	Replace by local Gaussian plus exponential exterior bound; do not discard the entry theorem	claims/refutations/next-release: overstrong all-deviation Gaussian	Independent final-pass reconstruction
A-090	GLOBAL_GAUSSIAN	L-107202.15	VERIFIED_WITH_BINDING_REPAIR	Simple real zeros in a sufficiently small absolute c*sqrt(m/log m) window, fixed imaginary width	Corrected weighted first-moment concentration; full Rouche complement	FINAL_AUDIT.md#f02	Use the supplied proof rather than false all-A bound; no fixed-order descent	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-091	RR_BOX	L-104504 normalized conclusion	VERIFIED_WITH_FIXES	Every fixed original-height complex rectangle is eventually simple-real under even differentiation	Theta concentration; correct full/half amplitude; Rouche	FINAL_AUDIT.md#f02	Normalize source amplitude; fix T,H before derivative order	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-092	NATURAL_CLT	L-105200 natural-window CLT	VERIFIED_WITH_FIXES	Every fixed natural-width constant C and fixed H; uniform constant-fraction derivative band	Weighted-L1 local CLT; exact native saddle derivatives	FINAL_AUDIT.md#f03	Insert exp(-w_m*abs(Im z)) in displayed error norm (10); no C_N tending to infinity	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-093	NATURAL_RESIDUE	L-105201	VERIFIED_CONDITIONAL	Uniform negative adjacent-order residues on the common natural window	Repaired NATURAL_CLT; adjacent saddle and width ratios	FINAL_AUDIT.md#f03	Retain adjacent orders and complete boundary regularity; no low-order inference	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-094	CAUCHY_LAYER	L-107200	VERIFIED_AT_STATED_SCOPE	Compact real-analytic interval; weights 1,0,1/2 at upward, downward, even contacts	Nonzero f,f-prime at endpoints; local arctangent substitutions	FINAL_AUDIT.md#f02	Fixed-screen estimates cannot be passed to zero screen without uniform control	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-095	CTI_CODE	X-105659 author replay	REPLAY_FAILURE	Authenticated original file fails with unresolved formal symmetric generators	Python 3.13; SymPy 1.14.0; original Git blob verified	FINAL_AUDIT.md#f04	Fix tuple-to-symbol substitution and then the positivity argument; failure is not a CTI counterexample	review evidence and new corrected checker; original untouched	Independent final-pass reconstruction
A-096	CTI_THEOREM	L-105659 coefficient claim	FALSE_AS_WRITTEN	Three negative numerator coefficients remain after the API repair	Exact 2x2 Cauchy trace calculation	FINAL_AUDIT.md#f04	Use P^2-4R=(A-B)^2>=0; independent positivity in free P,R,U,H is false	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-097	CTI_THEOREM	L-105659 rank-two CTI	VERIFIED_WITH_BINDING_REPAIR	All distinct two-node packets, A,B,H>0 and real D; normalized confluent limit	67-term numerator; positive denominator; invariant-cone repair	FINAL_AUDIT.md#f04	Publish repaired proof/checker; define repeated-node derivative basis before inversion	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-098	HYPERBOLIC	L-107020.2	VERIFIED_WITH_BINDING_REPAIR	Absolute bilateral transform on abs(Re s)<pi/2; entire analytic continuation	Fourier contour shift and uniqueness; boundedness of Fourier transforms of L1 functions	FINAL_AUDIT.md#f05	Do not identify the continued entire function with an everywhere-convergent integral	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-099	HYPERBOLIC	L-107020 RH equivalence	VERIFIED_CONDITIONAL	Fixed noncausal smoother with paid negative-time correction on required strip	Repaired transform strip; native compact detector; subpower prefix energy	FINAL_AUDIT.md#f05	Keep causal tail and initial overlap strip explicit	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-100	HYP_SAMPLING	L-107021	VERIFIED_AT_STATED_SCOPE	Approximate source vector of dimension O_A(log X loglog X), every-power error	Fixed support; Poisson aliases; exp(1-cosh t) tail; beta absolute bound	FINAL_AUDIT.md#f05	Rank is not a bound on the norm of the literal vector	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-101	RESIDUE_SECOND	L-105100	VERIFIED_AT_STATED_SCOPE	Global finite polynomial algebraic residue-square balance	Simple p-prime and p-second zeros; centered Laurent expansion	FINAL_AUDIT.md#f06	Retain nonreal algebraic squares and second-derivative debt; do not height-localize the global formula	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-102	ABSORPTION	T-105116 downstream absorption	CONDITIONAL_INTERFACE	Finite interpolation and collar availability do not price the whole weighted boundary	Complete actual-pole manifest; selector norm; positive first moment; second-moment bound	FINAL_AUDIT.md#f06	Carry origin multiplicity and factor-two/four normalization; cofinal absorption remains open	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-103	CALDERON	L-104631 resolution	VERIFIED_AT_STATED_SCOPE	Full scale integral of positive multipliers equals identity; finite-rank trace formula	Gamma integral; Tonelli; fixed finite canonical defect	FINAL_AUDIT.md#f07	Tail inequality additionally consumes monotone-profile causal contraction; not an arbitrary band identity	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-104	GRADE_ZERO	L-104639	VERIFIED_AT_STATED_SCOPE	Grade zero is exact projected minimizer; ridge only adds nonnegative error	Orthogonal projections; physical positive metric; declared fractional tail	FINAL_AUDIT.md#f07	Preserve equality with canonical charge; remove claims of extra source leverage	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-105	TOPOLOGICAL	L-106674	VERIFIED_AT_STATED_SCOPE	Finite adverse contraction has forced unit spectrum from dimension deficit	Finite model-space projections; principal angles	FINAL_AUDIT.md#f07	No determinant conditioning can remove unmatched dimension	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-106	NONNORMAL	L-106650 abstract decomposition	VERIFIED_WITH_FIXES	Canonical defect equals value sum plus nonnormality, in correct physical adjoint convention	Invariant model space; unitary Schur decomposition; #765 convention repair	FINAL_AUDIT.md#f07	Values alone are a lower bound; repair Cauchy convention before numerical use	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-107	ANTIPHASE	L-106710	VERIFIED_CONDITIONAL	Exact odd-K adapted Fourier inequality; Xi 1/(2K) asymptotic conditional on concentration	Positive even source; binomial coefficients; L-106502 for asymptotic	FINAL_AUDIT.md#f07	Frequency-dependent 2/xi is not constant physical companion scale; no 90% transfer	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-108	STABILITY	L-105560 finite stability inequality	VERIFIED_AT_STATED_SCOPE	Hermitian P=VV*, unit-bounded columns and n_positive(Q)<=b	Positive/negative decomposition; spectral rearrangement; convex Psi	FINAL_AUDIT.md#f08	Keep finite inequality separate from imported asymptotic adapter	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-109	THREE_POINT	L-105561 analytic strict gain mechanism	VERIFIED_CONDITIONAL	A strict but not newly numerically certified improvement over H0	Finite stability; compact sum-free kernel zero set; classical pair correlation and RvM with admissible smoothing	FINAL_AUDIT.md#f08	Preserve smoothing order and bounded-separation uniformity; no 90%, density one or RH	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-110	SEVEN_LOCK	T-105560 and descendant numerical records	CERTIFICATE_ACCEPTANCE_HELD	Explicit 67.300852... and 67.300965... claims not independently certified here	707901-node external interval certificate; 269/280 block argument; exact analytic adapter	FINAL_AUDIT.md#f08	C/B must reconcile primitive replay and endpoint normalization; no approval from a saved success marker	exploratory/imported conditional record pending targeted certificate review	Independent final-pass reconstruction
A-111	CLARK_GATE	T-105231	CONDITIONAL_INTERFACE	Local extinction requires positive first moment and weighted centered reserve below 9/25	Globally suitable real-rooted derivative for Clark construction; finite second moment; exact source map	FINAL_AUDIT.md#f09	Fixed-box high-derivative entry does not establish global Clark hypotheses or fixed low-order capture	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-112	CTI_DETERMINANT	L-105680	VERIFIED_AT_STATED_SCOPE	All-rank determinant gain and stated dispersion-sufficient trace region	Exact Cauchy determinants; positive pair-factor identity; AM-GM	FINAL_AUDIT.md#f10	Determinant order does not imply unrestricted trace or Loewner order	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-113	CTI_EXTENSION	L-105681	VERIFIED_AT_STATED_SCOPE	Exact rank-extension balance and return-compensation sufficient condition	Nested projections; normalized new residual; Cauchy-Schwarz	FINAL_AUDIT.md#f10	REC105681 and arbitrary-rank CTI remain open; source/cofinal transfer remains separate	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-114	KERNEL_INFO	fixed compact-kernel classification	VERIFIED_CONDITIONAL	Every fixed nonzero real compact BV kernel; moving-family sufficient window only	Moment density; sharp Legendre projection; BV Abel bound; exact beta-prefix criterion	FINAL_AUDIT.md#f11	Charge sensitivity and support; failure of sufficient window is not refutation of the family	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-115	ABSCISSA	L-106800 and L-106801	VERIFIED_CONDITIONAL	Maximal envelopes and fixed or subpower-cost frequency changes	Classical Mertens zero-abscissa theorem and VK bound; two-way Abel; fixed-source compression	FINAL_AUDIT.md#f11	Do not replace maximal prefix by endpoint or extend rough cutoff beyond conditioning theorem	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-116	Q_COAREA	L-107110	VERIFIED_AT_STATED_SCOPE	All finite complex coefficients; complete shift average gives tent kernel	Measure of same-cell shifts; expansion of squares	FINAL_AUDIT.md#f11	Average is a definition, not equality to each individual shifted partition	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-117	Q_EXPONENT	L-107111	VERIFIED_CONDITIONAL	Maximal tent energy exponent 2Theta-1; finite Euler transport exact	Q_COAREA; classical Mertens exponent; q-adic inverse with coefficients (j+1)q^-j/2	FINAL_AUDIT.md#f11	No estimate of signed high-primitive interactions supplied	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-118	WICK_HALF	L-106133 Boolean identity	VERIFIED_WITH_FIXES	Finite labelled disjoint-support square and Beta coefficient 1/binom(k,2)	b=f star f; Boolean dilation; distinct owner assignments	FINAL_AUDIT.md#f12	The p*a^2 injectivity assertion needs unmarked chart or marked-label aggregation; factor two suffices for two 67 copies	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-119	REFLECTION	L-106135	VERIFIED_AT_STATED_SCOPE	Fixed-horizon real L2 fields; complementary reflection projections	Self-adjoint unitary reflection; differentiable source or distributions; frozen horizon	FINAL_AUDIT.md#f12	Moving cutoff differentiation needs its boundary terms; positivity of energy is not sign of its differential image	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-120	WICK_HALF	historical SFSC/BCI/HMO to native RH chain	SOURCE_BINDING_HELD	Exact Boolean identities survive; source-preserving subpower transfer is not accepted wholesale	Current #719 native reset versus historical parent T-102990; all contractions and owner weights	FINAL_AUDIT.md#f12	Reconcile against the semiprime-main withdrawal before reusing descendant RH arrows	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-121	PRINCIPAL_FIREWALL	R-108450	VERIFIED_AT_STATED_SCOPE	Uniform constant-source countermodel to source-blind principal inference	Finite character orthogonality; source coefficients free in the model	FINAL_AUDIT.md#f12	Not a counterexample for the fixed arithmetic source or every arithmetic-geometric construction	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-122	PHASE_RESOLVENT	PFR-T10 RH endpoints	VERIFIED_CONDITIONAL	Source-defined symmetric resolvent; positivity/holomorphic Hardy implications with full spectrum	Safe two-point Hermite remainder; canonical product and zero count; no pole cancellation	FINAL_AUDIT.md#f13	Distinguish holomorphic Hardy norm from meromorphic line integral; prime-side positivity open	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-123	PHASE_GAUSS	PFR-T11	VERIFIED_AT_STATED_SCOPE	Finite regular rectangle and finite-model harmonic screening	Argument principle for (s-1)^2 zeta-prime; complete side and horizontal flux	FINAL_AUDIT.md#f13	No local petal-to-Speiser count without screening and boundary estimates	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-124	GENERAL_INDEX	Theorems A1-A2	VERIFIED_AT_STATED_SCOPE	Genus-at-most-one stated product; negative index counts distinct upper zero locations	Congruence; locally uniform Cauchy expansion; pole functionals; multiplicity in residues	FINAL_AUDIT.md#f13	No multiplicity-weighted index or finite-rectangle equality without exterior control	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-125	CHIRAL_SOURCE	T-108008	VERIFIED_AT_STATED_SCOPE	Exact signed Cauchy transfer on Re z>1; diagonal and orientation repair	Absolute Dirichlet series; Fourier product rule; beta local states 1,-2,1	FINAL_AUDIT.md#f15	Do not use complex source as a modulus square; full edge and outer-frequency bound remains open	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-126	SMALL_CUBE	L-97910	VERIFIED_CONDITIONAL	All depths on p<=kappa^2(log X loglog X)^2; kappa<1/2	Reviewed b(Y)=a*sqrtY+O(1); full inactive-divisor error; PNT/Mertens	FINAL_AUDIT.md#f14	Quarter barrier is proof margin, not a refutation above it; repair PR-number provenance typo	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-127	TERMINAL_STRIP	L-97911	VERIFIED_CONDITIONAL	Terminal owner sum O(H^2/log X), H=o(log X); declared scale comparisons	Exact largest-prime ownership; bounded base scalar; prime harmonic upper bound	FINAL_AUDIT.md#f14	Retain H>=log Z and every activation condition	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
A-128	PRODUCT_BOUNDARY	L-97912	VERIFIED_CONDITIONAL	Small-product bulk negligible; all v>X^beta retained, even v>X	Exact finite Euler expansion; kappa+(beta-1)/2<0	FINAL_AUDIT.md#f14	Positive Euler main is not native asymptotic; signed product boundary remains open	research/integrated/next-release: source-qualified extraction only	Independent final-pass reconstruction
